===== TRADE LOG DETAIL =====

Action  Symbol   Date              Price     Quantity        Value (VND)          PnL (VND)      PnL%%
SELL    MBB      2025-08-18        27.80         6417        178,392,593         44,469,800     33.21%
BUY     MBB      2025-09-03        28.45         6270        178,381,500                  0      0.00%
SELL    MBB      2025-10-14        27.05         6270        169,603,500         -8,778,010     -4.92%
BUY     MBB      2025-10-29        24.35         6965        169,597,750                  0      0.00%
SELL    MBB      2025-11-20        23.35         6965        162,632,750         -6,965,000     -4.11%
BUY     MSN      2023-01-16        94.90         1053         99,929,703                  0      0.00%
SELL    MSN      2023-01-31       101.10         1053        106,458,296          6,528,596      6.53%
BUY     MSN      2023-02-13        92.90         1146        106,463,398                  0      0.00%
SELL    MSN      2023-03-20        81.50         1146         93,399,000        -13,064,401    -12.27%
BUY     MSN      2023-04-27        72.30         1292         93,411,601                  0      0.00%
SELL    MSN      2023-05-16        73.30         1292         94,703,601          1,292,000      1.38%
BUY     MSN      2023-07-05        75.80         1250         94,750,000                  0      0.00%
SELL    MSN      2023-07-17        80.70         1250        100,875,000          6,124,992      6.46%
BUY     MSN      2023-08-23        77.50         1301        100,827,500                  0      0.00%
SELL    MSN      2023-09-11        79.60         1301        103,559,601          2,732,098      2.71%
BUY     MSN      2023-09-15        79.70         1300        103,609,992                  0      0.00%
SELL    MSN      2023-11-10        61.70         1300         80,210,000        -23,399,994    -22.58%
BUY     MSN      2024-01-16        67.10         1195         80,184,500                  0      0.00%
SELL    MSN      2024-02-23        66.70         1195         79,706,500           -478,001     -0.60%
BUY     MSN      2024-03-28        76.00         1049         79,724,000                  0      0.00%
SELL    MSN      2024-05-10        70.80         1049         74,269,203         -5,454,797     -6.84%
BUY     MSN      2024-06-12        77.80          954         74,221,203                  0      0.00%
SELL    MSN      2024-07-08        76.20          954         72,694,796         -1,526,405     -2.06%
BUY     MSN      2024-07-22        72.20         1007         72,705,398                  0      0.00%
SELL    MSN      2024-08-01        71.80         1007         72,302,601           -402,793     -0.55%
BUY     MSN      2024-09-06        76.00          951         72,276,000                  0      0.00%
BUY     MSN      2024-09-12        75.10            1             75,099                  0      0.00%
SELL    MSN      2024-10-02        76.00          951         72,276,000                  0      0.00%
SELL    MSN      2024-10-03        76.00            1             76,000                900      1.20%
BUY     MSN      2024-11-06        74.20          975         72,345,000                  0      0.00%
SELL    MSN      2024-12-04        72.10          975         70,297,500         -2,047,498     -2.83%
BUY     MSN      2024-12-18        71.40          984         70,257,601                  0      0.00%
SELL    MSN      2025-01-03        69.70          984         68,584,796         -1,672,804     -2.38%
BUY     MSN      2025-01-08        67.70         1013         68,580,093                  0      0.00%
SELL    MSN      2025-02-05        67.50         1013         68,377,500           -202,596     -0.30%
BUY     MSN      2025-03-27        69.40          986         68,428,398                  0      0.00%
SELL    MSN      2025-05-06        62.00          986         61,132,000         -7,296,401    -10.66%
BUY     MSN      2025-06-03        63.30          965         61,084,500                  0      0.00%
SELL    MSN      2025-06-09        64.10          965         61,856,500            771,999      1.26%
BUY     MSN      2025-07-17        76.20          812         61,874,398                  0      0.00%
SELL    MSN      2025-08-15        83.10          812         67,477,195          5,602,801      9.06%
BUY     MSN      2025-08-28        83.10          812         67,477,195                  0      0.00%
SELL    MSN      2025-09-17        84.20          812         68,370,398            893,198      1.32%
BUY     MSN      2025-09-24        82.90          825         68,392,500                  0      0.00%
SELL    MSN      2025-10-14        82.50          825         68,062,500           -330,001     -0.48%
BUY     MSN      2025-10-28        79.00          861         68,019,000                  0      0.00%
SELL    MSN      2025-11-20        78.50          861         67,588,500           -430,500     -0.63%
BUY     MSN      2025-12-16        74.50          907         67,571,500                  0      0.00%
SELL    MSN      2025-12-26        75.30          907         68,297,101            725,602      1.07%
BUY     MWG      2023-01-11        41.22         2426         99,999,726                  0      0.00%
SELL    MWG      2023-02-03        46.30         2426        112,323,796         12,324,075     12.32%
BUY     MWG      2023-02-15        41.41         2712        112,303,921                  0      0.00%
SELL    MWG      2023-04-06        37.88         2712        102,730,562         -9,573,356     -8.52%
BUY     MWG      2023-04-27        37.44         2744        102,735,359                  0      0.00%
SELL    MWG      2023-05-16        37.25         2744        102,214,000           -521,356     -0.51%
BUY     MWG      2023-08-07        52.62         1942        102,188,039                  0      0.00%
SELL    MWG      2023-09-11        53.30         1942        103,508,601          1,320,560      1.29%
BUY     MWG      2023-09-27        50.86         2035        103,500,101                  0      0.00%
BUY     MWG      2023-10-06        47.24            1             47,240                  0      0.00%
SELL    MWG      2023-11-20        39.66         2035         80,708,101        -22,792,002    -22.02%
SELL    MWG      2023-11-21        40.00            1             40,000             -7,240    -15.33%
BUY     MWG      2024-01-15        41.96         1924         80,731,039                  0      0.00%
SELL    MWG      2024-01-23        44.40         1924         85,425,601          4,694,564      5.82%
BUY     MWG      2024-01-30        44.40         1924         85,425,601                  0      0.00%
SELL    MWG      2024-02-06        45.97         1924         88,446,281          3,020,679      3.54%
BUY     MWG      2024-02-19        45.77         1932         88,427,640                  0      0.00%
SELL    MWG      2024-03-08        46.70         1932         90,224,398          1,796,760      2.03%
BUY     MWG      2024-03-20        46.94         1922         90,218,679                  0      0.00%
SELL    MWG      2024-04-02        50.47         1922         97,003,343          6,784,665      7.52%
BUY     MWG      2024-04-23        48.71         1992         97,030,320                  0      0.00%
SELL    MWG      2024-05-09        57.60         1992        114,739,195         17,708,878     18.25%
BUY     MWG      2024-05-28        60.15         1907        114,706,054                  0      0.00%
SELL    MWG      2024-07-04        64.18         1907        122,391,257          7,685,207      6.70%
BUY     MWG      2024-07-18        64.08         1910        122,392,804                  0      0.00%
SELL    MWG      2024-08-15        64.96         1910        124,073,601          1,680,794      1.37%
BUY     MWG      2024-09-17        65.85         1884        124,061,398                  0      0.00%
SELL    MWG      2024-10-24        64.47         1884        121,461,484         -2,599,914     -2.10%
BUY     MWG      2024-11-21        57.87         2099        121,469,125                  0      0.00%
SELL    MWG      2024-12-04        57.27         2099        120,209,734         -1,259,396     -1.04%
BUY     MWG      2025-01-08        57.27         2099        120,209,734                  0      0.00%
SELL    MWG      2025-02-05        58.56         2099        122,917,445          2,707,712      2.25%
BUY     MWG      2025-02-18        53.73         2288        122,934,242                  0      0.00%
SELL    MWG      2025-02-28        57.47         2288        131,491,359          8,557,124      6.96%
BUY     MWG      2025-03-26        59.94         2194        131,508,359                  0      0.00%
SELL    MWG      2025-04-21        54.81         2194        120,253,140        -11,255,214     -8.56%
BUY     MWG      2025-06-10        60.63         1983        120,229,289                  0      0.00%
SELL    MWG      2025-06-25        64.08         1983        127,070,640          6,841,351      5.69%
BUY     MWG      2025-08-04        67.00         1897        127,099,000                  0      0.00%
SELL    MWG      2025-08-13        70.90         1897        134,497,296          7,398,302      5.82%
BUY     MWG      2025-08-21        71.00         1894        134,474,000                  0      0.00%
SELL    MWG      2025-09-03        75.80         1894        143,565,203          9,091,206      6.76%
BUY     MWG      2025-09-24        79.20         1813        143,589,593                  0      0.00%
SELL    MWG      2025-10-15        83.30         1813        151,022,906          7,433,311      5.18%
BUY     MWG      2025-11-11        78.00         1936        151,008,000                  0      0.00%
SELL    MWG      2025-11-20        81.00         1936        156,816,000          5,808,000      3.85%
BUY     MWG      2025-11-26        80.20         1955        156,791,000                  0      0.00%
SELL    MWG      2025-12-09        84.00         1955        164,220,000          7,429,006      4.74%
BUY     MWG      2025-12-16        82.00         2003        164,246,000                  0      0.00%
SELL    MWG      2025-12-25        86.00         2003        172,258,000          8,012,000      4.88%
BUY     PLX      2023-02-03        34.13         2929         99,966,773                  0      0.00%
BUY     PLX      2023-03-23        32.81            1             32,810                  0      0.00%
SELL    PLX      2023-04-06        34.18         2929        100,113,218            146,447      0.15%
SELL    PLX      2023-04-07        34.50            1             34,500              1,689      5.15%
BUY     PLX      2023-04-18        33.68         2973        100,130,640                  0      0.00%
SELL    PLX      2023-05-10        34.55         2973        102,717,148          2,586,506      2.58%
BUY     PLX      2023-05-26        34.45         2982        102,729,898                  0      0.00%
SELL    PLX      2023-06-08        35.05         2982        104,519,101          1,789,195      1.74%
BUY     PLX      2023-06-15        35.05         2982        104,519,101                  0      0.00%
SELL    PLX      2023-07-11        37.75         2982        112,570,500          8,051,402      7.70%
BUY     PLX      2023-07-26        37.06         3037        112,551,226                  0      0.00%
SELL    PLX      2023-09-14        36.60         3037        111,154,195         -1,397,028     -1.24%
BUY     PLX      2023-09-28        35.15         3162        111,144,304                  0      0.00%
BUY     PLX      2023-10-09        33.24            1             33,240                  0      0.00%
SELL    PLX      2023-10-17        33.52         3162        105,990,242         -5,154,063     -4.64%
BUY     PLX      2023-10-20        32.97         3214        105,965,585                  0      0.00%
SELL    PLX      2023-11-10        31.06            1             31,059             -2,180     -6.56%
SELL    PLX      2023-11-17        31.20         3214        100,276,804         -5,688,781     -5.37%
BUY     PLX      2023-12-20        32.03         3132        100,317,953                  0      0.00%
SELL    PLX      2024-01-09        32.27         3132        101,069,640            751,685      0.75%
BUY     PLX      2024-01-19        32.45         3115        101,081,750                  0      0.00%
SELL    PLX      2024-02-21        33.29         3115        103,698,351          2,616,600      2.59%
BUY     PLX      2024-04-02        35.29         2938        103,682,023                  0      0.00%
SELL    PLX      2024-05-13        37.11         2938        109,029,179          5,347,159      5.16%
BUY     PLX      2024-06-19        40.16         2715        109,034,398                  0      0.00%
SELL    PLX      2024-07-12        44.80         2715        121,632,000         12,597,599     11.55%
BUY     PLX      2024-07-26        46.25         2630        121,637,500                  0      0.00%
SELL    PLX      2024-08-15        47.41         2630        124,688,296          3,050,799      2.51%
BUY     PLX      2024-08-28        47.80         2608        124,662,398                  0      0.00%
SELL    PLX      2024-10-09        42.96         2608        112,039,679        -12,622,721    -10.13%
BUY     PLX      2024-10-18        40.98         2734        112,039,320                  0      0.00%
SELL    PLX      2024-12-02        38.46         2734        105,149,640         -6,889,681     -6.15%
BUY     PLX      2024-12-18        38.03         2765        105,152,945                  0      0.00%
SELL    PLX      2025-01-10        36.87         2765        101,945,546         -3,207,399     -3.05%
BUY     PLX      2025-03-18        40.35         2527        101,964,445                  0      0.00%
SELL    PLX      2025-05-07        32.41         2527         81,900,070        -20,064,376    -19.68%
BUY     PLX      2025-07-04        37.25         2199         81,912,750                  0      0.00%
SELL    PLX      2025-08-13        38.00         2199         83,562,000          1,649,250      2.01%
BUY     PLX      2025-08-27        36.40         2295         83,538,000                  0      0.00%
SELL    PLX      2025-09-18        35.60         2295         81,702,000         -1,836,007     -2.20%
BUY     PLX      2025-09-24        35.00         2335         81,725,000                  0      0.00%
SELL    PLX      2025-10-14        33.60         2335         78,456,000         -3,269,003     -4.00%
BUY     PLX      2025-10-21        33.35         2352         78,439,195                  0      0.00%
SELL    PLX      2025-10-28        34.05         2352         80,085,601          1,646,401      2.10%
BUY     PLX      2025-11-27        34.00         2355         80,070,000                  0      0.00%
SELL    PLX      2025-12-05        34.40         2355         81,012,000            942,003      1.18%
BUY     PLX      2025-12-16        34.40         2355         81,012,000                  0      0.00%
SELL    PLX      2025-12-24        35.15         2355         82,778,250          1,766,250      2.18%
BUY     SAB      2023-02-20        77.07         1297         99,959,789                  0      0.00%
SELL    SAB      2023-03-20        76.99         1297         99,856,023           -103,762     -0.10%
BUY     SAB      2023-04-07        72.10         1385         99,858,500                  0      0.00%
SELL    SAB      2023-05-04        67.86         1385         93,986,101         -5,872,397     -5.88%
BUY     SAB      2023-05-15        66.84         1406         93,977,031                  0      0.00%
SELL    SAB      2023-06-15        65.38         1406         91,924,273         -2,052,758     -2.18%
BUY     SAB      2023-07-03        63.20         1455         91,956,000                  0      0.00%
SELL    SAB      2023-07-28        64.56         1455         93,934,796          1,978,795      2.15%
BUY     SAB      2023-08-24        63.12         1488         93,922,554                  0      0.00%
SELL    SAB      2023-09-13        68.59         1488        102,061,914          8,139,356      8.67%
BUY     SAB      2023-10-02        60.03         1700        102,051,000                  0      0.00%
SELL    SAB      2023-10-18        56.17         1700         95,489,000         -6,562,001     -6.43%
BUY     SAB      2023-11-02        50.49         1892         95,527,085                  0      0.00%
SELL    SAB      2023-11-10        51.32         1892         97,097,437          1,570,356      1.64%
BUY     SAB      2023-12-21        50.99         1904         97,084,960                  0      0.00%
SELL    SAB      2024-01-05        52.14         1904         99,274,562          2,189,595      2.26%
BUY     SAB      2024-01-18        50.96         1948         99,270,078                  0      0.00%
SELL    SAB      2024-02-22        48.85         1948         95,159,796         -4,110,281     -4.14%
BUY     SAB      2024-03-21        48.18         1975         95,155,500                  0      0.00%
SELL    SAB      2024-05-09        48.51         1975         95,807,250            651,746      0.68%
BUY     SAB      2024-06-27        51.04         1877         95,802,078                  0      0.00%
SELL    SAB      2024-08-21        49.99         1877         93,831,234         -1,970,848     -2.06%
BUY     SAB      2024-09-13        48.85         1921         93,840,843                  0      0.00%
SELL    SAB      2024-09-30        50.33         1921         96,683,929          2,843,086      3.03%
BUY     SAB      2024-10-10        50.25         1924         96,681,000                  0      0.00%
SELL    SAB      2024-10-17        49.90         1924         96,007,601           -673,397     -0.70%
BUY     SAB      2024-10-29        48.24         1990         95,997,601                  0      0.00%
SELL    SAB      2024-11-14        48.85         1990         97,211,500          1,213,893      1.26%
BUY     SAB      2024-11-22        48.24         2015         97,203,601                  0      0.00%
SELL    SAB      2024-11-28        48.33         2015         97,384,953            181,350      0.19%
BUY     SAB      2024-12-23        49.81         1955         97,378,554                  0      0.00%
SELL    SAB      2024-12-31        50.07         1955         97,886,851            508,296      0.52%
BUY     SAB      2025-01-10        48.36         2025         97,929,000                  0      0.00%
SELL    SAB      2025-02-28        46.46         2025         94,081,500         -3,847,503     -3.93%
BUY     SAB      2025-03-27        44.71         2104         94,069,835                  0      0.00%
SELL    SAB      2025-04-16        42.95         2104         90,366,804         -3,703,036     -3.94%
BUY     SAB      2025-06-03        44.66         2023         90,347,179                  0      0.00%
SELL    SAB      2025-06-18        44.66         2023         90,347,179                  0      0.00%
BUY     SAB      2025-07-08        44.93         2011         90,354,234                  0      0.00%
SELL    SAB      2025-07-15        46.08         2011         92,666,882          2,312,653      2.56%
BUY     SAB      2025-08-04        46.13         2009         92,675,171                  0      0.00%
SELL    SAB      2025-09-09        44.41         2009         89,219,687         -3,455,482     -3.73%
BUY     SAB      2025-09-24        44.21         2018         89,215,781                  0      0.00%
SELL    SAB      2025-10-09        43.73         2018         88,247,140           -968,639     -1.09%
BUY     SAB      2025-10-22        42.97         2054         88,260,382                  0      0.00%
SELL    SAB      2025-11-05        44.31         2054         91,012,742          2,752,360      3.12%
BUY     SAB      2025-12-26        46.76         1946         90,994,953                  0      0.00%
BUY     SHB      2023-02-15         6.14        16286         99,996,039                  0      0.00%
SELL    SHB      2023-02-22         6.21        16286        101,136,062          1,140,022      1.14%
BUY     SHB      2023-03-01         6.15        16445        101,136,750                  0      0.00%
SELL    SHB      2023-03-13         6.11        16445        100,478,953           -657,799     -0.65%
BUY     SHB      2023-04-26         6.79        14798        100,478,421                  0      0.00%
SELL    SHB      2023-05-18         7.13        14798        105,509,742          5,031,322      5.01%
BUY     SHB      2023-07-03         7.96        13255        105,509,796                  0      0.00%
SELL    SHB      2023-07-06         8.02        13255        106,305,109            795,305      0.75%
BUY     SHB      2023-08-24         8.77        12121        106,301,171                  0      0.00%
BUY     SHB      2023-10-05         7.61            1              7,610                  0      0.00%
SELL    SHB      2023-10-16         7.69        12121         93,210,492        -13,090,685    -12.31%
SELL    SHB      2023-10-18         7.54            1              7,539                -70     -0.92%
BUY     SHB      2023-12-01         7.87        11844         93,212,281                  0      0.00%
SELL    SHB      2024-01-15         8.81        11844        104,345,648         11,133,366     11.94%
BUY     SHB      2024-02-05         8.52        12247        104,344,445                  0      0.00%
SELL    SHB      2024-03-29         8.27        12247        101,282,695         -3,061,750     -2.93%
BUY     SHB      2024-04-09         8.12        12474        101,288,875                  0      0.00%
SELL    SHB      2024-04-17         8.05        12474        100,415,703           -873,176     -0.86%
BUY     SHB      2024-05-28         8.48        11841        100,411,671                  0      0.00%
SELL    SHB      2024-06-11         8.45        11841        100,056,445           -355,226     -0.35%
BUY     SHB      2024-06-28         8.27        12099        100,058,734                  0      0.00%
SELL    SHB      2024-07-08         8.48        12099        102,599,515          2,540,778      2.54%
BUY     SHB      2024-07-26         8.40        12214        102,597,593                  0      0.00%
SELL    SHB      2024-08-26         8.03        12214         98,078,414         -4,519,178     -4.40%
BUY     SHB      2024-09-12         7.84        12510         98,078,398                  0      0.00%
SELL    SHB      2024-09-23         7.84        12510         98,078,398                  0      0.00%
BUY     SHB      2024-10-18         8.21        11946         98,076,664                  0      0.00%
SELL    SHB      2024-12-04         7.72        11946         92,223,117         -5,853,543     -5.97%
BUY     SHB      2024-12-23         7.76        11885         92,227,601                  0      0.00%
SELL    SHB      2025-01-07         7.76        11885         92,227,601                  0      0.00%
BUY     SHB      2025-01-15         7.68        12009         92,229,117                  0      0.00%
SELL    SHB      2025-01-22         7.68        12009         92,229,117                  0      0.00%
BUY     SHB      2025-04-10         9.83         9382         92,225,062                  0      0.00%
SELL    SHB      2025-04-23        10.93         9382        102,545,265         10,320,203     11.19%
BUY     SHB      2025-05-08        10.84         9460        102,546,398                  0      0.00%
SELL    SHB      2025-05-19        11.22         9460        106,141,203          3,594,801      3.51%
BUY     SHB      2025-05-26        11.43         9286        106,138,984                  0      0.00%
SELL    SHB      2025-07-14        12.34         9286        114,589,242          8,450,259      7.96%
BUY     SHB      2025-08-28        18.14         6317        114,590,375                  0      0.00%
SELL    SHB      2025-10-16        17.89         6317        113,011,125         -1,579,250     -1.38%
BUY     SHB      2025-10-28        16.11         7015        113,011,656                  0      0.00%
SELL    SHB      2025-11-24        16.31         7015        114,414,648          1,402,992      1.24%
BUY     SHB      2025-12-18        15.87         7209        114,406,828                  0      0.00%
SELL    SHB      2025-12-26        16.11         7209        116,136,992          1,730,165      1.51%
BUY     SSB      2023-02-08        23.42         4269         99,979,976                  0      0.00%
SELL    SSB      2023-02-23        23.28         4269         99,382,320           -597,657     -0.60%
BUY     SSB      2023-02-28        23.24         4277         99,397,476                  0      0.00%
SELL    SSB      2023-03-10        23.72         4277        101,450,437          2,052,958      2.07%
BUY     SSB      2023-03-31        23.02         4407        101,449,140                  0      0.00%
SELL    SSB      2023-04-18        22.87         4407        100,788,093           -661,048     -0.65%
BUY     SSB      2023-05-22        22.07         4567        100,793,687                  0      0.00%
SELL    SSB      2023-06-08        22.98         4567        104,949,656          4,155,969      4.12%
BUY     SSB      2023-08-01        26.36         3981        104,939,164                  0      0.00%
SELL    SSB      2023-10-20        21.52         3981         85,671,125        -19,268,042    -18.36%
BUY     SSB      2023-11-15        20.69         4141         85,677,289                  0      0.00%
SELL    SSB      2023-12-27        19.94         4141         82,571,539         -3,105,750     -3.62%
BUY     SSB      2024-01-22        20.47         4034         82,575,976                  0      0.00%
SELL    SSB      2024-02-19        20.29         4034         81,849,867           -726,113     -0.88%
BUY     SSB      2024-02-28        20.20         4051         81,830,203                  0      0.00%
BUY     SSB      2024-03-13        19.89            1             19,889                  0      0.00%
SELL    SSB      2024-04-16        19.50         4051         78,994,500         -2,835,703     -3.47%
SELL    SSB      2024-04-17        19.54            1             19,540               -349     -1.76%
BUY     SSB      2024-05-15        19.15         4126         79,012,898                  0      0.00%
SELL    SSB      2024-05-22        19.28         4126         79,549,281            536,384      0.68%
BUY     SSB      2024-06-03        19.01         4184         79,537,843                  0      0.00%
SELL    SSB      2024-06-11        18.97         4184         79,370,476           -167,363     -0.21%
BUY     SSB      2024-07-02        18.40         4314         79,377,601                  0      0.00%
SELL    SSB      2024-07-29        19.32         4314         83,346,476          3,968,880      5.00%
BUY     SSB      2024-08-16        19.01         4384         83,339,843                  0      0.00%
SELL    SSB      2024-08-27        19.40         4384         85,049,601          1,709,757      2.05%
BUY     SSB      2024-09-16        15.25         5577         85,049,250                  0      0.00%
SELL    SSB      2024-10-04        17.50         5577         97,597,500         12,548,250     14.75%
BUY     SSB      2024-10-24        16.65         5862         97,602,296                  0      0.00%
SELL    SSB      2024-11-08        16.75         5862         98,188,500            586,202      0.60%
BUY     SSB      2024-12-23        16.95         5793         98,191,351                  0      0.00%
SELL    SSB      2025-01-24        18.75         5793        108,618,750         10,427,396     10.62%
BUY     SSB      2025-03-07        19.65         5527        108,605,546                  0      0.00%
SELL    SSB      2025-05-16        19.00         5527        105,013,000         -3,592,547     -3.31%
BUY     SSB      2025-05-28        18.60         5646        105,015,601                  0      0.00%
SELL    SSB      2025-07-01        18.00         5646        101,628,000         -3,387,602     -3.23%
BUY     SSB      2025-08-04        20.25         5019        101,634,750                  0      0.00%
SELL    SSB      2025-08-18        20.60         5019        103,391,398          1,756,651      1.73%
BUY     SSB      2025-09-04        21.65         4775        103,378,750                  0      0.00%
BUY     SSB      2025-09-11        20.10            1             20,100                  0      0.00%
SELL    SSB      2025-10-15        19.00         4775         90,725,000        -12,653,748    -12.24%
SELL    SSB      2025-10-16        19.00            1             19,000             -1,100     -5.47%
BUY     SSB      2025-10-21        18.55         4891         90,728,046                  0      0.00%
BUY     SSB      2025-11-12        17.15            1             17,149                  0      0.00%
SELL    SSB      2025-11-20        17.00         4891         83,147,000         -7,581,046     -8.36%
SELL    SSB      2025-11-25        17.10            1             17,100                -49     -0.29%
BUY     SSB      2025-12-31        17.45         4765         83,149,250                  0      0.00%
BUY     SSI      2023-02-14        12.61         7930         99,997,296                  0      0.00%
SELL    SSI      2023-02-22        12.88         7930        102,138,398          2,141,103      2.14%
BUY     SSI      2023-03-01        12.64         8080        102,131,203                  0      0.00%
SELL    SSI      2023-03-14        12.71         8080        102,696,796            565,597      0.55%
BUY     SSI      2023-04-21        14.45         7107        102,696,148                  0      0.00%
SELL    SSI      2023-05-16        15.28         7107        108,594,960          5,898,809      5.74%
BUY     SSI      2023-05-29        15.61         6957        108,598,765                  0      0.00%
SELL    SSI      2023-06-08        16.21         6957        112,772,960          4,174,195      3.84%
BUY     SSI      2023-07-04        18.38         6136        112,779,671                  0      0.00%
SELL    SSI      2023-07-18        19.80         6136        121,492,796          8,713,120      7.73%
BUY     SSI      2023-07-27        20.42         5949        121,478,578                  0      0.00%
SELL    SSI      2023-08-31        23.16         5949        137,778,843         16,300,259     13.42%
BUY     SSI      2023-09-27        22.89         6019        137,774,906                  0      0.00%
SELL    SSI      2023-11-17        21.85         6019        131,515,156         -6,259,754     -4.54%
BUY     SSI      2023-12-19        22.30         5898        131,525,390                  0      0.00%
SELL    SSI      2023-12-29        22.75         5898        134,179,500          2,654,104      2.02%
BUY     SSI      2024-01-18        23.44         5724        134,170,562                  0      0.00%
SELL    SSI      2024-02-15        24.34         5724        139,322,156          5,151,597      3.84%
BUY     SSI      2024-02-26        24.34         5724        139,322,156                  0      0.00%
SELL    SSI      2024-03-06        25.73         5724        147,278,515          7,956,356      5.71%
BUY     SSI      2024-03-20        25.80         5709        147,292,203                  0      0.00%
SELL    SSI      2024-03-29        26.70         5709        152,430,296          5,138,109      3.49%
BUY     SSI      2024-04-09        26.01         5860        152,418,593                  0      0.00%
SELL    SSI      2024-05-22        25.28         5860        148,140,796         -4,277,797     -2.81%
BUY     SSI      2024-06-03        24.55         6034        148,134,703                  0      0.00%
SELL    SSI      2024-06-14        25.04         6034        151,091,359          2,956,670      2.00%
BUY     SSI      2024-07-02        23.82         6343        151,090,265                  0      0.00%
SELL    SSI      2024-07-12        23.89         6343        151,534,265            444,008      0.29%
BUY     SSI      2024-07-31        22.05         6873        151,549,640                  0      0.00%
SELL    SSI      2024-08-15        21.43         6873        147,288,390         -4,261,252     -2.81%
BUY     SSI      2024-09-17        22.68         6494        147,283,921                  0      0.00%
SELL    SSI      2024-10-01        24.70         6494        160,401,812         13,117,883      8.91%
BUY     SSI      2024-10-17        24.38         6579        160,396,015                  0      0.00%
SELL    SSI      2024-12-04        21.36         6579        140,527,437        -19,868,570    -12.39%
BUY     SSI      2025-01-13        21.45         6552        140,540,406                  0      0.00%
SELL    SSI      2025-02-03        22.03         6552        144,340,562          3,800,159      2.70%
BUY     SSI      2025-03-24        24.12         5984        144,334,078                  0      0.00%
SELL    SSI      2025-05-07        20.30         5984        121,475,195        -22,858,888    -15.84%
BUY     SSI      2025-06-12        21.01         5782        121,479,820                  0      0.00%
SELL    SSI      2025-06-18        20.96         5782        121,190,710           -289,106     -0.24%
BUY     SSI      2025-08-06        31.36         3864        121,175,039                  0      0.00%
SELL    SSI      2025-08-12        32.65         3864        126,159,609          4,984,563      4.11%
BUY     SSI      2025-08-21        32.91         3834        126,176,937                  0      0.00%
SELL    SSI      2025-09-03        36.73         3834        140,822,812         14,645,879     11.61%
BUY     SSI      2025-09-24        35.75         3939        140,819,250                  0      0.00%
SELL    SSI      2025-10-14        37.35         3939        147,121,640          6,302,394      4.48%
BUY     SSI      2025-10-28        32.66         4504        147,100,640                  0      0.00%
SELL    SSI      2025-11-19        31.56         4504        142,146,234         -4,954,402     -3.37%
BUY     SSI      2025-12-03        29.47         4824        142,163,281                  0      0.00%
SELL    SSI      2025-12-25        30.50         4824        147,132,000          4,968,723      3.50%
BUY     STB      2023-02-13        24.50         4081         99,984,500                  0      0.00%
SELL    STB      2023-03-06        24.90         4081        101,616,898          1,632,398      1.63%
BUY     STB      2023-03-17        25.05         4057        101,627,843                  0      0.00%
SELL    STB      2023-04-05        26.25         4057        106,496,250          4,868,403      4.79%
BUY     STB      2023-04-26        25.40         4192        106,476,796                  0      0.00%
SELL    STB      2023-05-17        27.00         4192        113,184,000          6,707,201      6.30%
BUY     STB      2023-06-16        29.00         3903        113,187,000                  0      0.00%
SELL    STB      2023-06-26        29.60         3903        115,528,804          2,341,801      2.07%
BUY     STB      2023-07-10        29.85         3871        115,549,351                  0      0.00%
SELL    STB      2023-08-15        31.50         3871        121,936,500          6,387,148      5.53%
BUY     STB      2023-08-30        32.50         3751        121,907,500                  0      0.00%
SELL    STB      2023-09-08        32.50         3751        121,907,500                  0      0.00%
BUY     STB      2023-09-15        32.50         3751        121,907,500                  0      0.00%
BUY     STB      2023-11-01        27.65            1             27,649                  0      0.00%
SELL    STB      2023-11-13        29.25         3751        109,716,750        -12,190,750    -10.00%
SELL    STB      2023-11-17        29.35            1             29,350              1,700      6.15%
BUY     STB      2023-11-28        28.15         3898        109,728,695                  0      0.00%
SELL    STB      2023-12-11        27.85         3898        108,559,304         -1,169,397     -1.07%
BUY     STB      2023-12-20        26.95         4028        108,554,601                  0      0.00%
SELL    STB      2024-01-09        29.20         4028        117,617,601          9,063,000      8.35%
BUY     STB      2024-02-05        30.60         3844        117,626,398                  0      0.00%
SELL    STB      2024-02-16        30.80         3844        118,395,195            768,795      0.65%
BUY     STB      2024-02-28        31.40         3771        118,409,398                  0      0.00%
SELL    STB      2024-03-06        31.55         3771        118,975,046            565,648      0.48%
BUY     STB      2024-03-13        30.85         3856        118,957,601                  0      0.00%
SELL    STB      2024-03-25        30.85         3856        118,957,601                  0      0.00%
BUY     STB      2024-04-10        29.10         4088        118,960,804                  0      0.00%
SELL    STB      2024-05-02        27.60         4088        112,828,804         -6,132,000     -5.15%
BUY     STB      2024-07-01        29.30         3851        112,834,296                  0      0.00%
SELL    STB      2024-07-22        30.00         3851        115,530,000          2,695,703      2.39%
BUY     STB      2024-07-29        29.10         3970        115,527,000                  0      0.00%
SELL    STB      2024-08-15        28.95         3970        114,931,500           -595,498     -0.52%
BUY     STB      2024-09-12        29.70         3870        114,939,000                  0      0.00%
SELL    STB      2024-09-30        33.35         3870        129,064,492         14,125,491     12.29%
BUY     STB      2024-10-17        34.60         3730        129,057,992                  0      0.00%
SELL    STB      2024-10-22        35.00         3730        130,550,000          1,492,005      1.16%
BUY     STB      2024-10-30        34.80         3751        130,534,796                  0      0.00%
SELL    STB      2024-12-10        33.50         3751        125,658,500         -4,876,297     -3.74%
